name,2010EIIE,2010ECPD,2011EIIE,2012ECPD,2012EIIE,2013ECPD,2013EIIE,2014ECPD,2014EIIE,2015ECPD,2015EIIE,2016ECPD,2016EIIE,2017ECPD,2017EIIE,2018ECPD,2018EIIE,2019ECPD,2019EIIE,2020ECPD,2020EIIE,2021ECPD,2021EIIE,2022ECPD,2022EIIE,2023ECPD,2023EIIE,2024ECPD,2024EIIE
沈阳市,0.025875,0.84587353,0.0268383,0.88694604,0.0280628,0.92415844,0.0259417,0.94348942,0.025953,0.93851915,0.027083,0.95274582,0.0278406,0.94040601,0.0277411,0.95083341,0.0271987,0.96055471,0.0279041,0.95035347,0.0280421,1.0472909,0.0288108,1.0522155,0.0290842,1.0576475,0.0326074,1.0630796,0.0361305
邯郸市,0.0232154,0.75180794,0.0213429,0.77944398,0.0222144,0.81995418,0.0219001,0.82758555,0.0222933,0.78044727,0.0237189,0.75886833,0.0224649,0.59762227,0.0242647,0.60127971,0.0232837,0.64823469,0.0231729,0.70858568,0.0238375,0.73607561,0.0251059,0.76010054,0.0252881,0.78413161,0.026213,0.80816268,0.0271379
马鞍山市,0.0162832,1.6074236,0.0165336,1.6227521,0.0169205,1.6998535,0.0175338,1.7661048,0.0176464,1.7429361,0.0182286,1.7534844,0.0196209,1.8248832,0.0192314,1.8330918,0.0197239,1.8417548,0.019491,1.9456392,0.0210836,1.9138477,0.020836,1.9500904,0.0207906,1.986333,0.0213209,2.0225756,0.0218513
日照市,0.0169106,0.60842076,0.0172573,0.66401341,0.0176248,0.67568295,0.0182374,0.6804288,0.0174118,0.65986652,0.0190778,0.66628154,0.0200367,0.66123503,0.0189239,0.665312,0.0196437,0.67789664,0.0194302,0.6628769,0.0225473,0.7317059,0.021729,0.72237407,0.0225807,0.71350916,0.0226756,0.70464425,0.0227705
三亚市,0.0180115,2.997786,0.0173576,3.060156,0.0178198,4.25007,0.0176574,3.602544,0.0179418,3.860076,0.0181767,4.176018,0.018623,4.643166,0.017957,5.110314,0.0169495,5.74893,0.0172253,4.531296,0.0179415,5.267394,0.0186151,6.003492,0.0216753,6.73959,0.0219532,7.475688,0.0222272
十堰市,0.0228309,1.7299245,0.0233643,1.7960277,0.0244176,1.8865227,0.0249676,1.9586291,0.0271674,2.1118465,0.0267233,2.2013492,0.0269572,2.2682372,0.0278139,2.4121666,0.0252711,2.5739773,0.0256582,2.7548384,0.0271215,2.9668837,0.0283627,3.2182934,0.027417,3.4693243,0.0308206,3.7203551,0.0342242
呼和浩特市,0.0226151,1.5339769,0.0235995,1.6100877,0.02579,1.6757819,0.0243896,1.5980492,0.024736,1.6014202,0.0265097,1.4896415,0.0262594,1.4423331,0.0265302,1.3971166,0.0265859,1.3533962,0.0255941,1.3167235,0.027478,1.2835295,0.0281763,1.2645179,0.0288825,1.2466631,0.0301524,1.2288083,0.0314223
梧州市,0.0195658,1.1398646,0.018543,1.1420426,0.0190716,1.2854416,0.0182281,1.1232079,0.019117,1.1053694,0.0180013,1.0987817,0.0182972,1.0876282,0.0196515,1.0851097,0.0204425,1.0860361,0.0205328,1.0809037,0.0219474,1.0816718,0.0210776,1.0738625,0.0211395,1.0664776,0.0222103,1.0590927,0.023281
枣庄市,0.0173686,0.56935849,0.0176039,0.59652005,0.0189109,0.62022033,0.018552,0.63111483,0.0183484,0.61305967,0.0186855,0.62131387,0.0200912,0.60655957,0.0197874,0.61518385,0.0188275,0.66391955,0.0194654,0.67873754,0.0206278,0.69303623,0.0218572,0.70065067,0.0224383,0.708403,0.0225078,0.71615532,0.0225773
安阳市,0.0194579,0.73114122,0.0204234,0.78711517,0.0205839,0.85127376,0.019458,0.92448008,0.0201797,0.96524246,0.0207236,1.0404622,0.020433,1.1196004,0.0205311,1.2215556,0.0205485,1.5797953,0.0212474,1.6911215,0.0219894,1.7049269,0.0225804,1.8563482,0.0221379,2.0063005,0.0225628,2.1562527,0.0229877
怀化市,0.0236223,1.3494768,0.0233338,1.3943051,0.0237959,1.4309111,0.0258492,1.4595371,0.0254609,1.5217798,0.0270449,1.5603366,0.0251574,1.5350039,0.0299954,1.5450473,0.0281979,1.674024,0.0295338,1.801408,0.0334477,1.8173958,0.0318834,1.8727288,0.0326508,1.9280348,0.0315619,1.9833408,0.030473
阳泉市,0.0154026,1.2016853,0.015834,1.1572574,0.0155592,0.99327477,0.0166998,0.92307173,0.016005,0.8538586,0.0166611,0.87517136,0.0164547,0.86927795,0.0165284,0.87565364,0.0160181,0.88116341,0.0162872,0.91477652,0.0183862,0.90135462,0.0190552,0.92554273,0.0191283,0.94973091,0.0198435,0.97391909,0.0205587
鹰潭市,0.0174164,1.0907464,0.0174954,1.1373278,0.0175294,1.1857815,0.017088,1.2246465,0.0169933,1.2563586,0.0176376,1.2801651,0.0187184,1.2594097,0.0183127,1.1427341,0.0183423,1.1897331,0.0168121,1.2369194,0.016514,1.2461424,0.0191416,1.2452346,0.018058,1.2442486,0.0202705,1.2432626,0.0224831
辽源市,0.0196522,1.3515929,0.0206196,1.4632753,0.0189761,1.566906,0.0189592,1.6262334,0.0186455,1.6779866,0.0197982,1.6923046,0.0187647,1.3537581,0.0183338,1.4137714,0.0188697,1.5332631,0.0218327,1.7374297,0.0221572,1.7953654,0.0212518,1.841827,0.0222952,1.8871716,0.0224652,1.9325163,0.0226352
齐齐哈尔市,0.0384662,1.2247683,0.039631,1.462985,0.0407924,1.466463,0.0383688,1.5066785,0.040755,1.4768045,0.0427832,1.4754399,0.0425129,1.425286,0.0431446,1.5463608,0.0433414,1.7918812,0.0476982,1.9694701,0.0487272,2.0007536,0.0487916,2.046292,0.0501028,2.0909642,0.0503825,2.1356363,0.0506622
龙岩市,0.0293571,1.8325711,0.0292705,1.8733046,0.0296231,1.8977768,0.0333007,1.9173929,0.0331304,1.942562,0.03392,1.9777656,0.0328234,2.0343563,0.0297538,2.0616857,0.0277912,2.1353747,0.0276705,2.199765,0.0284783,2.2732715,0.0279826,2.3510368,0.0296508,2.4287041,0.0319439,2.5063715,0.034237
邢台市,0.0234245,0.6672162,0.023165,0.71619092,0.0234792,0.69875003,0.0235512,0.73886389,0.0228909,0.77157461,0.0242979,0.69942793,0.023812,0.64368212,0.0243139,0.68146516,0.0246164,0.71860433,0.0247401,0.77418115,0.0268197,0.80726536,0.0267031,0.83683593,0.0263149,0.86619195,0.0269131,0.89554797,0.0275113
绥化市,0.0398746,1.536887,0.0407199,1.7590481,0.0413923,1.8357049,0.0390003,1.9464989,0.0407536,2.0877503,0.0416256,2.1606729,0.0409206,2.1583121,0.0421197,2.1777929,0.0410064,2.3733582,0.0461676,2.6270122,0.0488366,2.7409153,0.0492212,2.8576072,0.04865,2.9747186,0.0500863,3.0918299,0.0515171
丹东市,0.0266851,1.9321335,0.0275798,2.0415454,0.0261077,2.1543323,0.0257101,2.2675665,0.0270726,2.3742814,0.0275315,2.5166614,0.0293102,2.6435343,0.0281795,2.8145304,0.0305005,3.0013332,0.0287391,3.189278,0.0301413,3.3892543,0.0315861,3.6108099,0.0333368,3.8322344,0.0325726,4.0536588,0.0318085
滨州市,0.0202089,1.0287874,0.0224799,1.0600634,0.0221167,1.1091483,0.0225967,1.1535489,0.0239429,1.1804913,0.0245651,1.2098185,0.0243212,1.2272997,0.0242367,1.2796271,0.0243021,1.3128143,0.0238778,1.3509945,0.0258045,1.3736395,0.0262171,1.5496421,0.0267573,1.724582,0.0265082,1.8995218,0.0262591
镇江市,0.0175201,0.98296148,0.0196568,1.0741209,0.0201046,1.1404545,0.020276,1.2054789,0.0205999,1.3252929,0.0220937,1.3858668,0.0228746,1.4402676,0.0218104,1.3931561,0.0214429,1.4276276,0.0212413,1.4977437,0.0214576,1.5705795,0.0220794,1.6191745,0.0235626,1.6677316,0.0245695,1.7162886,0.0255763
周口市,0.0268789,0.59233868,0.0256738,0.64989596,0.0260088,0.78107408,0.0241224,0.7862324,0.0232841,0.85693204,0.0241726,0.92940496,0.0244676,1.0124024,0.0237037,1.1100564,0.0234938,1.2185362,0.0206763,1.3359282,0.0232106,1.4640359,0.0234016,1.6036258,0.0247742,1.7431902,0.0228029,1.8827545,0.0208317
长沙市,0.0219897,0.83774215,0.0218579,0.88034138,0.0225756,0.92857364,0.0235148,0.97085274,0.0238722,1.031053,0.0245007,1.084578,0.0254924,0.95644668,0.0256585,0.95191559,0.0248366,1.040134,0.0257558,1.2256321,0.0265796,1.2233883,0.0264816,1.2853434,0.0351186,1.3453923,0.0365066,1.4054411,0.0378945
海口市,0.0140365,0.39247497,0.0161394,0.40503838,0.0168516,0.39539607,0.0181056,0.39090672,0.0152331,0.38458605,0.0162148,0.38802078,0.0181628,0.37635471,0.0164527,0.37373245,0.0169686,0.37254574,0.0177436,0.36412007,0.0176307,0.34612922,0.0180196,0.33696871,0.0204011,0.32886294,0.021007,0.32075716,0.0216128
乐山市,0.0197678,1.0394997,0.0192358,1.0858572,0.0200765,1.1190242,0.0210947,1.1532663,0.020785,0.90866007,0.0217105,0.93776398,0.0220449,0.95523071,0.021659,0.9553594,0.0230744,0.95737663,0.0246128,0.95555116,0.0247009,0.95502035,0.023996,0.95707285,0.023137,0.95885697,0.0241758,0.96064108,0.0252145
桂林市,0.0270433,1.3972756,0.0274128,1.3830002,0.0294036,1.3829964,0.0291741,1.3685091,0.0302768,1.3557703,0.0309692,1.3390102,0.0320855,1.3301072,0.0319941,1.3248262,0.0306717,1.3335842,0.0323368,1.3228326,0.0354155,1.3207968,0.0353568,1.311674,0.0369369,1.3030471,0.03607,1.2944202,0.035203
东营市,0.0205995,1.6656694,0.0206651,1.7790484,0.0209235,1.8510077,0.0203825,1.9394401,0.0196965,1.9579475,0.0207059,2.060751,0.0219926,2.0944215,0.0221058,2.1597173,0.0214898,2.249619,0.0222956,2.4203284,0.0231342,2.5767201,0.0252314,2.7933131,0.0266456,3.0086487,0.0259153,3.2239844,0.0251849
鹤壁市,0.0175968,1.2508831,0.0175032,1.3064394,0.0168663,1.36295,0.0168291,1.3144547,0.0169184,1.3167605,0.0169526,1.3494138,0.0175226,1.5828854,0.0203991,1.6187005,0.0182263,1.6462168,0.0156901,1.8048907,0.0165954,1.6541765,0.0174544,1.7521418,0.0169948,1.8496597,0.016886,1.9471777,0.0167773
娄底市,0.0188028,0.75683915,0.020031,0.79273136,0.0185981,0.83333461,0.0198976,0.8748529,0.0191182,0.91772361,0.0202237,0.96703778,0.0206776,0.77806453,0.0209566,0.77086828,0.0194256,0.86218877,0.0202284,0.95446642,0.0219267,0.97064029,0.0219448,0.94582727,0.0222321,0.92132175,0.023504,0.89681622,0.0247759
包头市,0.0217029,2.0998896,0.0229783,2.5614981,0.0227725,2.5917232,0.0222233,2.598268,0.024202,2.59311,0.0249089,2.5624096,0.0251374,2.5684371,0.0251101,2.6049114,0.0254622,2.6639473,0.0265603,2.6817617,0.0256564,2.7422184,0.0269639,2.720184,0.0267443,2.6981495,0.0275809,2.676115,0.0284176
长治市,0.0212376,0.69658183,0.01982,0.72265743,0.0213158,0.72730059,0.0208775,0.74334361,0.0221024,0.73672143,0.0236026,0.76290036,0.0235432,0.76812349,0.0222344,0.77489245,0.0243885,0.73256779,0.0237562,0.82393149,0.0244651,0.87912196,0.0258789,0.89582378,0.0264685,0.91253595,0.0281943,0.92924813,0.0299201
赣州市,0.033129,1.1362473,0.0323529,1.1543443,0.0345062,1.1781524,0.0343185,1.1869272,0.0349502,1.1888299,0.0368796,1.3479897,0.0390956,1.3817647,0.0371888,1.2426179,0.0362866,1.2720663,0.0377045,1.3401685,0.0385669,1.376646,0.0382877,1.4284864,0.0398159,1.475717,0.0402241,1.5229476,0.0406324
通化市,0.022807,1.7822857,0.0241383,1.8566604,0.023303,1.9358241,0.0230608,1.9760137,0.0220519,1.9964603,0.0226537,1.9553859,0.0215982,1.8357338,0.02073,1.8997576,0.0237789,1.9675815,0.0214242,2.1307188,0.0240073,2.1661174,0.026863,2.1944517,0.0270595,2.2221779,0.0275161,2.2499042,0.0279728
上海市,0.0178049,0.43174696,0.0186113,0.39578183,0.0194188,0.41823206,0.0196143,0.43151233,0.0196552,0.4209039,0.0205124,0.4340084,0.0209318,0.4232381,0.0208726,0.43271673,0.0211414,0.45062495,0.0210405,0.4717936,0.0212564,0.49034137,0.0221072,0.49904755,0.0446752,0.5076759,0.0505422,0.51630424,0.0563819
鸡西市,0.0415217,2.5386317,0.0419956,2.7162352,0.0433277,2.7330755,0.0429219,2.8526691,0.0459481,2.9260105,0.0469454,2.9343075,0.0465985,2.8983013,0.0466992,3.9102787,0.0489971,4.1592497,0.0503169,4.4069764,0.0513121,4.351238,0.0478589,4.5788453,0.0487222,4.8049993,0.0514974,5.0311534,0.0542726
宁德市,0.0217033,1.3287572,0.0228621,1.3515031,0.0235643,1.3601226,0.0246269,1.3643297,0.0245241,1.3786181,0.0244792,1.4046954,0.0283879,1.4192096,0.0257868,1.4328561,0.0266918,1.4496854,0.0278765,1.4685498,0.027465,1.4880326,0.0292339,1.5036498,0.0294391,1.5194396,0.0313091,1.5352295,0.0331792
保定市,0.0283767,0.71081664,0.0284731,0.75878945,0.0285862,0.811966,0.0274659,0.84565637,0.0278183,0.8428329,0.0288114,0.86757679,0.0300052,0.69810086,0.030304,0.73237184,0.0300013,0.76942626,0.0305338,0.84159765,0.0306397,0.87243509,0.0319185,0.8941622,0.0333331,0.9158977,0.0363726,0.93763319,0.039412
菏泽市,0.0239679,0.3472692,0.022898,0.34844258,0.0228677,0.35182964,0.0218014,0.35002966,0.0213023,0.34082078,0.0217877,0.33830937,0.0231453,0.33433332,0.0227896,0.33218584,0.0225373,0.33247903,0.0232065,0.33222227,0.0222717,0.33229107,0.0239394,0.33216254,0.0241437,0.33213034,0.0254091,0.33209813,0.0266746
崇左市,0.0287981,1.6125869,0.0289335,1.6226235,0.0283277,1.6348516,0.0281413,1.632585,0.0277821,1.640648,0.0292493,1.6477655,0.0293955,1.6660542,0.0296096,1.6673684,0.0292196,1.6701777,0.0300949,1.6702897,0.0305233,1.6818286,0.0321912,1.6903669,0.035621,1.6990603,0.0452499,1.7077537,0.0548789
黑河市,0.0778734,6.3083991,0.0790492,6.6249988,0.0783845,6.6236455,0.07572,6.7832482,0.0756927,6.974925,0.0762718,7.0936873,0.0773937,7.2948765,0.0770249,8.4183189,0.0766699,8.7228367,0.0774901,9.2000672,0.0785715,9.3588841,0.079523,9.8325,0.0785125,10.30875,0.0789024,10.785,0.0792806
扬州市,0.0185544,1.0196615,0.0188962,1.1017378,0.020528,1.1832409,0.0201099,1.2452721,0.0198044,1.3050061,0.0205533,1.3544627,0.0218644,1.394305,0.0213621,1.4604378,0.0218488,1.5066538,0.022307,1.5796961,0.022385,1.6489041,0.0227705,1.7307614,0.0239262,1.8124255,0.0250058,1.8940897,0.0260854
驻马店市,0.0284814,0.69043583,0.0286482,0.66745528,0.0286407,0.71698939,0.0302213,0.70503032,0.0267871,0.7521538,0.026444,0.78888207,0.0267389,0.90687842,0.025877,0.93781654,0.0258468,1.0196594,0.0248169,1.0707954,0.0266826,1.1759449,0.0274251,1.2445786,0.0271677,1.3536176,0.0277941,1.4626567,0.0284206
株洲市,0.0217652,0.94302028,0.0227067,0.98015805,0.0226757,1.0101057,0.023386,1.0674707,0.0238655,1.0953505,0.0250475,1.1567231,0.0264465,1.0979754,0.0257786,1.1123923,0.0255412,1.2706501,0.0273044,1.4277613,0.0270558,1.4430648,0.0272864,1.4405724,0.0299584,1.4381643,0.0290193,1.4357561,0.0280802
锦州市,0.0256889,1.4272768,0.0264454,1.4940022,0.0259515,1.5456434,0.0266377,1.59702,0.0268791,1.6507666,0.0244234,1.7309329,0.0295848,1.7946679,0.0280503,1.8152301,0.0270099,1.9368866,0.0296507,2.0535259,0.0297535,2.1793523,0.0304471,2.3235451,0.0305492,2.4686519,0.030842,2.6137587,0.0311348
肇庆市,0.0217413,1.2825261,0.0208297,1.3007128,0.0216792,1.3096886,0.0214144,1.3263684,0.022435,1.3261388,0.0222987,1.3372846,0.0245331,1.3387827,0.0235149,1.3589662,0.0233683,1.363887,0.0258777,1.3842854,0.0256669,1.39819,0.0253345,1.4180423,0.0271279,1.4387551,0.0267811,1.459468,0.0264344
宜昌市,0.0253762,1.7634861,0.0271586,1.8129978,0.0269576,1.8641311,0.0281615,1.9074551,0.0281008,1.8858737,0.0297373,2.2095009,0.0310128,2.1374231,0.0319877,2.2173867,0.0312228,2.2935594,0.0303409,2.4298401,0.034084,2.580058,0.0333002,2.734319,0.0352212,2.8890852,0.0361452,3.0438514,0.0370692
柳州市,0.0204783,1.5884704,0.021526,1.5938636,0.0215141,1.6160902,0.0227395,1.6165106,0.0235205,1.5784055,0.0239247,1.5684318,0.0262149,1.563605,0.0252963,1.6159303,0.0223811,1.5415976,0.0252265,1.5374744,0.0246343,1.5483129,0.024935,1.4977988,0.0274161,1.4487258,0.026974,1.3996529,0.0265318
平凉市,0.0274596,0.78265938,0.0269226,0.86017049,0.0274129,0.93224756,0.0276901,0.98559974,0.0284976,1.0508981,0.0302523,1.11599,0.0311377,0.90835577,0.0299614,1.0468117,0.0280101,1.0832551,0.0277527,1.2056937,0.0294741,1.3718839,0.0294976,1.4777228,0.0304404,1.5834715,0.0316651,1.6892201,0.0328897
眉山市,0.0222233,0.74619137,0.0204272,0.81862752,0.0215679,0.86028834,0.019009,0.89635011,0.0213451,0.63611404,0.0208909,0.66824877,0.0221917,0.69312322,0.0222564,0.6954853,0.0221937,0.69862936,0.0216704,0.70028764,0.0217509,0.70297633,0.0215887,0.70300083,0.0221534,0.70279541,0.023838,0.70258999,0.0255225
青岛市,0.021164,0.84180952,0.0218052,0.89490951,0.0229811,0.91275161,0.023719,0.93649384,0.022587,0.94110545,0.0239198,0.97685712,0.0249653,0.98102519,0.0248236,1.0150635,0.0248919,1.0346559,0.0251354,1.0516182,0.0256021,1.1145367,0.0258035,1.1260212,0.0340182,1.1392794,0.0356571,1.1525376,0.0372961
新乡市,0.0212596,0.61018966,0.0211915,0.64712783,0.0205073,0.70052954,0.0194946,0.72110406,0.0210504,0.73046458,0.0220192,0.77651821,0.0224836,0.80139527,0.0228437,0.86843747,0.022906,0.88064406,0.022179,0.9255054,0.0227029,0.92950347,0.0229681,0.95903931,0.024274,0.98802981,0.0248377,1.0170203,0.0254014
乌海市,0.0097051,0.80126091,0.0096876,0.77926519,0.0097028,0.82368699,0.0092363,0.80293695,0.0093104,0.79408533,0.0095955,0.79242316,0.0099321,0.80522739,0.0090125,0.80391039,0.0100749,0.79872818,0.0094819,0.77777098,0.0101862,0.77516013,0.0110519,0.74179528,0.011948,0.70781132,0.0134643,0.67382736,0.0149806
晋城市,0.0180345,0.83851913,0.0183749,0.89601987,0.019017,0.90871897,0.0187708,0.89382992,0.018474,0.95361493,0.0207932,0.96069373,0.0207883,0.95622914,0.0212272,0.9348591,0.0213064,0.92619752,0.0195695,1.0127381,0.0213902,1.0546887,0.0220045,1.0947952,0.0225641,1.1348467,0.0236311,1.1748982,0.0246982
广州市,0.0181253,0.38690067,0.0187763,0.407502,0.0191301,0.40489735,0.019788,0.4066997,0.019659,0.41163265,0.0205881,0.40084722,0.0209564,0.41329414,0.0212253,0.42509719,0.0213083,0.42584603,0.0219149,0.45280871,0.0222097,0.4607958,0.0230255,0.46614218,0.0430089,0.47092791,0.0505055,0.47571365,0.0580022
吉林市,0.0289843,1.888686,0.0293919,1.9877046,0.0305768,2.079666,0.027252,2.1171243,0.027932,2.1607332,0.0285543,2.1367368,0.0287828,1.839803,0.0283453,1.9076745,0.0287463,2.002934,0.0325322,2.1912721,0.0330658,2.2008893,0.0326313,2.11546,0.0372567,2.0309442,0.0339465,1.9464284,0.030568
九江市,0.0217902,1.4266625,0.0220108,1.4552326,0.0227034,1.4993536,0.0234048,1.5421597,0.0229174,1.5706763,0.0234102,1.6056068,0.0247746,1.6381764,0.0250689,1.6728489,0.0248862,1.7194366,0.0248389,1.7876228,0.0264618,1.8499775,0.0266409,1.8122145,0.026848,1.7749092,0.0282281,1.7376039,0.0296082
漳州市,0.0233485,1.3836348,0.0246072,1.408551,0.0240467,1.4313293,0.0268024,1.4354751,0.0267461,1.4397017,0.0273469,1.4535672,0.0285769,1.4522113,0.0256765,1.4644261,0.0247126,1.4817077,0.0245222,1.4956763,0.024725,1.5161258,0.0247596,1.5328016,0.0254123,1.5492233,0.0259316,1.5656451,0.026451
来宾市,0.0293271,1.0995471,0.0292875,1.1050334,0.0280909,1.1614581,0.0294647,1.3768506,0.0304817,1.377224,0.030482,1.373282,0.0321645,1.1209709,0.0303835,1.1129191,0.0295781,1.1073891,0.0290157,1.102038,0.030195,1.1028148,0.0294227,1.1048904,0.0301155,1.106966,0.0283504,1.1090416,0.0265853
张家口市,0.0339009,1.459792,0.0366425,1.5493404,0.0345543,1.6780251,0.0340572,1.7001124,0.0331068,1.6939619,0.03637,1.7638664,0.0367482,1.5904938,0.0376634,1.6680195,0.0362565,1.7323643,0.0382547,1.8173685,0.039577,1.8677886,0.0396025,1.9241756,0.0410721,1.9804827,0.0420098,2.0367898,0.0429474
德州市,0.0221619,0.88581787,0.0222801,1.0438727,0.0230641,1.0066923,0.0224061,1.0770462,0.0223666,1.1465105,0.024246,1.2302499,0.023899,1.3223782,0.0238976,1.4290924,0.0240326,1.5605156,0.0242733,1.7062238,0.0253532,1.8729144,0.0261506,2.0644358,0.0265274,2.2549904,0.0266915,2.4455449,0.0268556
固原市,0.0434459,1.0527673,0.0458118,1.1148444,0.0452914,1.2417195,0.0438944,1.2696072,0.0432534,1.3311909,0.0432744,1.400613,0.0429925,1.4215609,0.0444013,1.4983751,0.0453706,1.5539562,0.042698,1.759487,0.0462373,1.6472134,0.0477085,1.7576795,0.049492,1.8681456,0.0505393,1.9786117,0.0515865
抚顺市,0.0211584,1.8325067,0.0208867,1.9526604,0.0216598,2.007851,0.0214312,2.0429744,0.0199978,2.0508918,0.021534,2.119353,0.0219504,2.13985,0.0210466,2.2032723,0.0208992,2.3050254,0.0221127,2.3531204,0.0241182,2.3967861,0.0222805,2.408116,0.023377,2.4179646,0.0228855,2.4278132,0.0223939
安庆市,0.0191241,1.0442403,0.01946,1.0953652,0.021459,1.1578613,0.0207189,1.2074584,0.0204557,1.2351238,0.0219433,1.4956491,0.0212292,1.487688,0.0216547,1.4416424,0.0221236,1.5047568,0.0211084,1.6536026,0.0234797,1.7050906,0.0232441,1.7591141,0.0227395,1.8131375,0.0237749,1.867161,0.0248103
克拉玛依市,0.0114525,5.7207833,0.0112169,5.9411979,0.0124317,6.1274958,0.0107015,6.1490091,0.0134149,5.9872181,0.0135798,5.9131393,0.0134481,7.8266832,0.0144388,7.9725074,0.0140266,8.2320019,0.014244,8.6328644,0.014778,8.9854869,0.0150124,9.2883735,0.0146574,9.5856384,0.0180718,9.8829032,0.0214861
湘潭市,0.0185719,0.81498019,0.0198146,0.84807349,0.0193613,0.90358622,0.0200572,0.96661004,0.0189887,1.0451899,0.0208734,1.1045642,0.0218092,0.94362183,0.0207763,0.95608149,0.0198809,1.0875064,0.0210124,1.2411674,0.0217484,1.2658413,0.0218842,1.2271197,0.0222614,1.188366,0.0218748,1.1496122,0.0214881
惠州市,0.0198641,1.0252039,0.0202463,1.0326041,0.0223367,1.0503272,0.0247545,1.0494653,0.0228606,1.0233843,0.0241538,1.0158412,0.0248261,0.99872054,0.0235039,0.98230336,0.0242292,0.96095951,0.0243434,0.94903655,0.0235422,0.94433711,0.0238813,0.93560569,0.0250505,0.92802764,0.0247384,0.92044959,0.0244263
襄阳市,0.0240566,1.0127791,0.0235032,1.0609826,0.0233969,1.1227631,0.0248036,1.1901844,0.0246847,1.2587451,0.0257827,1.3528563,0.0263864,1.4424641,0.027278,1.5525359,0.0267116,1.6820155,0.0269179,1.8280702,0.0291744,1.9958814,0.0295267,2.1794891,0.0295506,2.3631748,0.030167,2.5468604,0.0307834
南宁市,0.0224614,0.90037587,0.0232446,0.91321564,0.0239391,0.89789786,0.0252317,0.89855444,0.0256331,0.89364348,0.0265007,0.89187202,0.0269337,0.88145052,0.0273867,0.86931471,0.0270905,0.86398954,0.0272986,0.85899865,0.0269543,0.85765731,0.0280055,0.86138064,0.031456,0.86619883,0.0314553,0.87101703,0.0314546
南充市,0.0218838,0.65631466,0.0207824,0.72371891,0.0207293,0.77846618,0.0230387,0.81643493,0.0225652,0.57771529,0.0236277,0.61139615,0.0229305,0.62819996,0.022756,0.63837933,0.0208535,0.64678784,0.0204226,0.65677553,0.0233641,0.66654223,0.0246342,0.68220536,0.0237647,0.69783449,0.0255284,0.71346362,0.027292
酒泉市,0.0569238,35.350145,0.0566038,35.346887,0.0569721,31.710468,0.0531834,31.656015,0.0523524,31.637001,0.0547083,31.668303,0.0565014,35.351322,0.0549536,35.488865,0.0557273,35.994538,0.0586415,35.799373,0.0619387,35.772024,0.0650004,35.771515,0.0675104,35.781379,0.0709685,35.791243,0.0744267
淄博市,0.0182611,0.96195625,0.0180421,0.74697256,0.0189632,0.78995032,0.0187499,0.78696496,0.0182921,0.76134453,0.0198779,0.75447622,0.0198052,0.722976,0.0202648,0.73143106,0.0202857,0.76808682,0.0204198,0.74909357,0.0207477,0.79095132,0.021366,0.8970267,0.0235864,1.0031363,0.02292,1.1092459,0.0222537
