name,2010EIIE,2010ECPD,2011EIIE,2012ECPD,2012EIIE,2013ECPD,2013EIIE,2014ECPD,2014EIIE,2015ECPD,2015EIIE,2016ECPD,2016EIIE,2017ECPD,2017EIIE,2018ECPD,2018EIIE,2019ECPD,2019EIIE,2020ECPD,2020EIIE,2021ECPD,2021EIIE,2022ECPD,2022EIIE,2023ECPD,2023EIIE,2024ECPD,2024EIIE
焦作市,0.0167784,0.7909674,0.0165594,0.85951327,0.0176711,0.93309625,0.0174083,0.99582124,0.01767,1.0410465,0.0185143,1.1111665,0.0192021,1.1746642,0.0188255,1.2631942,0.0191135,1.365784,0.0190435,1.4731485,0.0198957,1.5832776,0.0205027,1.7002831,0.0198076,1.8176135,0.0200249,1.9349439,0.0202422
赤峰市,0.0350113,3.0305573,0.0356988,3.1344008,0.0352834,3.2407921,0.0362799,3.2207742,0.0359475,2.9602624,0.0350016,3.1145162,0.0373107,3.1989115,0.0384654,3.2941416,0.0399935,3.3887372,0.0393324,3.5147932,0.0389696,3.6150263,0.0416039,3.7020679,0.0420086,3.7891095,0.045239,3.8761511,0.0484694
韶关市,0.0253576,1.6618183,0.0254641,1.7076827,0.0241216,1.7528375,0.0237695,1.7816829,0.0233012,1.7960217,0.0254635,1.8201799,0.0274521,1.8286879,0.0251045,1.8649359,0.0250264,1.9153818,0.0269168,1.9642179,0.0275634,2.015343,0.0267596,2.0625696,0.0311391,2.1100869,0.0301576,2.1576042,0.0291762
朔州市,0.0240536,1.0012499,0.0228398,1.0869734,0.022339,1.2169288,0.0228961,1.2384719,0.0234235,1.1654029,0.0242687,1.2762706,0.0246743,1.1640923,0.023121,1.2748184,0.0238437,1.187014,0.02503,1.5105722,0.0256081,1.6274931,0.0276364,1.682173,0.0288504,1.7372085,0.0290613,1.7922441,0.0292722
四平市,0.0338097,1.594472,0.0327295,1.7009601,0.032542,1.8287051,0.0327157,1.9024753,0.0318278,1.9795643,0.0322823,1.9616766,0.0340415,1.4708757,0.0333706,1.5551679,0.033359,1.7622769,0.0369488,2.0313706,0.0390039,2.0444112,0.0405293,2.075041,0.0406655,2.1052682,0.0384877,2.1354955,0.0363099
新余市,0.0165181,1.2125275,0.0163464,1.1979887,0.0179907,1.1836052,0.0170129,1.172187,0.0183776,1.1599282,0.0186572,1.1478287,0.018102,1.2033081,0.0177054,1.2013748,0.0178375,1.1229873,0.0182253,1.1830417,0.0171546,1.1824917,0.0177413,1.1795663,0.0194379,1.1766408,0.0174954,1.1737153,0.0155529
南平市,0.0294993,2.3155019,0.0308899,2.3731087,0.0307476,2.4168125,0.0340992,2.4599446,0.0360526,2.5090608,0.0365536,2.5755694,0.042996,2.6651076,0.0369312,2.7599299,0.0334261,2.8669775,0.0371751,2.9802812,0.0355599,3.1087596,0.0362017,3.2457954,0.0384714,3.3828765,0.0381637,3.5199577,0.0378559
哈尔滨市,0.0334323,1.4791082,0.033823,1.5785732,0.0342512,1.6639562,0.0332303,1.7508795,0.0331197,1.8687579,0.0342536,1.9309849,0.0346532,1.7676042,0.034645,1.6426252,0.0351919,1.7363725,0.0364045,1.8305584,0.0375828,1.8609741,0.0383867,1.8963307,0.0426763,1.9316021,0.0442075,1.9668735,0.0457386
成都市,0.0202876,0.64610208,0.0211134,0.67634658,0.0212886,0.64685514,0.0217924,0.70414411,0.0220752,0.4764498,0.0228504,0.47951471,0.0244426,0.46419833,0.0245596,0.44027119,0.0246493,0.43490481,0.0250875,0.43707401,0.0257153,0.44514293,0.0259161,0.44690498,0.0383306,0.44995226,0.0437408,0.45299955,0.049151
河池市,0.0334045,1.6893088,0.0344758,1.7348373,0.037311,1.7242281,0.036034,1.6858863,0.0346927,1.6665646,0.0384934,1.644295,0.0382088,1.6382127,0.0386318,1.625324,0.0374526,1.6194183,0.0380705,1.6082709,0.038015,1.6006638,0.0356266,1.5891355,0.0370844,1.57795,0.0364042,1.5667644,0.0357241
中卫市,0.0451266,1.9551877,0.0454399,1.9721962,0.0451397,2.0296022,0.0440658,2.2014474,0.0446197,2.296492,0.045994,2.2694763,0.0450998,2.2721879,0.0483594,2.2186661,0.0501713,2.3279915,0.0503762,2.5246656,0.0532546,2.6439291,0.0553016,2.7852842,0.0565021,2.9266393,0.0590933,3.0679944,0.0616846
本溪市,0.0166216,2.5846427,0.0165211,2.8412193,0.0181664,3.0229426,0.0152372,3.2264969,0.0175159,3.3909366,0.0178851,3.5554566,0.0187905,3.5946179,0.0188511,4.1837163,0.0166483,3.7813899,0.018809,4.1044182,0.019792,4.4217128,0.0205019,4.791684,0.0210826,5.1558808,0.0186947,5.5200775,0.0163067
承德市,0.0326215,2.3401058,0.0330887,2.4175386,0.033576,2.5202856,0.0313802,2.5633098,0.0318486,2.5910642,0.0328496,2.7884104,0.0336466,2.4816879,0.035294,2.6060668,0.0342427,2.7252319,0.0370403,2.8782369,0.0371639,3.0248361,0.0411132,3.1670532,0.0397496,3.3094005,0.0414822,3.4517478,0.0432149
聊城市,0.0230264,0.67839774,0.0229411,0.72457931,0.0237551,0.77670904,0.0241278,0.81524649,0.0231272,0.84903994,0.0240975,0.893404,0.0251341,0.94044568,0.0242295,0.99888494,0.0243586,1.0698027,0.0251918,1.1431512,0.0275092,1.2230772,0.027125,1.3102346,0.0273598,1.3966852,0.0267814,1.4831357,0.026203
衡阳市,0.0224872,0.83211419,0.0207577,0.89508037,0.0245213,0.93733986,0.0238621,0.98527117,0.0236417,1.0600613,0.0240819,1.1070953,0.0257785,0.9329682,0.0252104,0.9544788,0.024357,1.063643,0.0246077,1.2097595,0.0260132,1.2297006,0.0266038,1.2626211,0.026383,1.2955576,0.0267497,1.3284942,0.0271163
杭州市,0.0244764,1.1923328,0.0253512,1.2342749,0.0258473,1.2668636,0.0282253,1.2919971,0.02856,1.3759555,0.0288929,1.3647138,0.0292927,1.3209995,0.0285028,1.2918337,0.0283929,1.286102,0.028624,1.2671628,0.0299807,1.2273609,0.0299853,1.1912426,0.0483822,1.1574201,0.0482946,1.1235976,0.0482069
武威市,0.0317586,3.247926,0.0305409,3.390983,0.0309812,3.4676858,0.0297081,3.5579974,0.0290643,3.7811948,0.0303968,3.6802821,0.0306742,3.6602067,0.033433,3.7849535,0.035538,4.0463414,0.0364884,4.167744,0.0367486,4.4376917,0.035307,4.6220466,0.0360391,4.8068722,0.0398892,4.9916977,0.0437394
黄山市,0.0219968,2.0238933,0.0226067,2.1040378,0.0240167,2.1845479,0.0236243,2.2126046,0.0243834,2.2068359,0.0245275,2.2344649,0.0251433,2.231667,0.0232504,2.2266205,0.022442,2.3025185,0.0219984,2.3852065,0.0261847,2.4516823,0.0232895,2.507307,0.0224212,2.5631627,0.0214296,2.6190184,0.020438
徐州市,0.0178634,0.74430504,0.0193288,0.8224802,0.0206929,0.90226643,0.0214415,1.0025094,0.0210061,1.0607401,0.0225208,1.1185082,0.0227478,1.2036737,0.0234872,1.2718255,0.0240748,1.2490089,0.0239459,1.3276797,0.0248199,1.3701577,0.0249083,1.5050438,0.026903,1.6397888,0.0272236,1.7745338,0.0275441
济宁市,0.0232786,0.83658124,0.0222662,0.85304104,0.0232871,0.86742413,0.0225608,0.88233527,0.0220415,0.89118975,0.0233072,0.91350069,0.0246226,0.93059758,0.0234918,0.97717424,0.0237629,1.0295729,0.024897,1.087936,0.024955,1.1706109,0.0267841,1.175832,0.0271553,1.1815813,0.0284664,1.1873305,0.0297775
揭阳市,0.0162262,0.34129265,0.0145874,0.42112908,0.0170891,0.33895356,0.0138174,0.33366716,0.0142501,0.32738821,0.0150524,0.32674338,0.0142738,0.32575604,0.0168922,0.32328173,0.0146032,0.32100057,0.0167112,0.32232828,0.017743,0.32266079,0.0159622,0.32463132,0.0180859,0.32658807,0.0189563,0.32854481,0.0198268
郑州市,0.0182381,0.5785328,0.0186128,0.62288937,0.0197202,0.66111521,0.018753,0.69811778,0.0198164,0.71081696,0.0204954,0.73672231,0.0207079,0.75813891,0.0213308,0.79062882,0.0222299,0.80449312,0.0209821,0.83856242,0.0215747,0.89463776,0.0227224,0.95207672,0.0267496,1.0069481,0.0274055,1.0618194,0.0280614
通辽市,0.0344448,2.7273104,0.0343034,2.8783084,0.0340741,2.9164422,0.0353885,2.9693841,0.0379699,2.9613208,0.0369472,2.9500388,0.0378195,3.0106879,0.038265,3.0726922,0.0412659,3.1370068,0.0407098,3.2271564,0.0409155,3.2835223,0.0443482,3.3100541,0.0451497,3.3365979,0.0471623,3.3631418,0.0491749
贵港市,0.0204778,0.57501143,0.0218976,0.57932165,0.0224183,0.58234919,0.0219382,0.58043588,0.0220227,0.5724941,0.0231383,0.57062587,0.0223072,0.56166166,0.022995,0.55811234,0.0222416,0.55971314,0.0221354,0.55899089,0.0225496,0.56056306,0.0216436,0.55490815,0.0229711,0.54963013,0.0220434,0.54435211,0.0211157
安康市,0.0344937,1.6808151,0.0332872,1.7312878,0.0329731,2.0721197,0.0310189,2.0953194,0.0306057,1.8380868,0.0289112,1.8700642,0.0287853,1.9049008,0.0285272,2.039794,0.0287369,2.1288907,0.0310425,2.1967101,0.0313514,2.2709486,0.0311363,2.354691,0.0351554,2.4384245,0.0383045,2.5221579,0.0414535
晋中市,0.0227283,0.94532116,0.0238254,1.0064585,0.0242258,1.0457353,0.0248622,1.0855769,0.02634,1.0966974,0.0263728,1.1206901,0.0264504,1.1304545,0.0272334,1.1489691,0.0264964,1.0605678,0.0277132,1.1755026,0.0252453,1.23371,0.029273,1.2776103,0.0300717,1.3214441,0.0318572,1.3652778,0.0336427
大庆市,0.0229976,2.188462,0.0247713,2.2297195,0.0243771,2.4284907,0.0249647,2.5265691,0.025217,2.4336805,0.0266164,2.4742025,0.027141,2.3901226,0.0267866,2.4741553,0.0269799,2.5961017,0.0283744,2.8225535,0.0303085,2.8752178,0.0306905,3.0243162,0.0305622,3.1736476,0.0324645,3.3229789,0.0343669
普洱市,0.0406739,3.5137789,0.0406045,3.7384568,0.0414999,3.8079347,0.0422011,3.8884115,0.0414345,3.9590022,0.0414488,4.0404697,0.0429316,4.0814333,0.0434028,4.0412583,0.0451841,4.2448839,0.0375541,4.4740283,0.0420984,4.6260028,0.0414739,4.780736,0.0436931,4.940908,0.0417965,5.10108,0.0398999
白城市,0.035765,1.9167179,0.0345689,2.0742305,0.0345584,2.2807984,0.0323216,2.3284189,0.0324202,2.3577651,0.0325297,2.3021251,0.0331288,2.1741202,0.0329347,2.2458524,0.03519,2.3453551,0.038598,2.5683764,0.0410533,2.6520672,0.0416285,2.9550192,0.0432712,3.2604056,0.0435107,3.5657919,0.0437502
石嘴山市,0.0204848,1.3090689,0.0203032,1.3544123,0.0205449,1.334768,0.0196455,1.3435552,0.0208172,1.3532941,0.0212067,1.4071609,0.0208752,1.4369152,0.0213387,1.7515384,0.0218469,1.691594,0.0242376,1.9228149,0.0245286,1.9509055,0.0256802,1.9543306,0.0244639,1.9577557,0.0276759,1.9611808,0.0308878
荆州市,0.029144,1.090817,0.0286001,1.1407685,0.0275051,1.2073619,0.0271982,1.282418,0.0259117,1.369241,0.0282576,1.4678714,0.0297223,1.5765118,0.0299722,1.7046188,0.0292897,1.8729953,0.0279554,2.0684763,0.0298167,2.2982738,0.0310577,2.5480763,0.0302937,2.7973498,0.0316027,3.0466233,0.0329117
沧州市,0.0217597,0.81356596,0.023757,0.86423039,0.023817,0.93368178,0.023908,0.947127,0.0227973,0.93817648,0.0239963,0.91957955,0.0231753,0.80609694,0.0241978,0.81756073,0.0247158,0.85729749,0.0246021,0.91506299,0.0263798,0.95984187,0.0264754,0.99831806,0.0277431,1.0367243,0.0291261,1.0751306,0.0305091
三门峡市,0.0187763,1.119374,0.0181373,1.1527209,0.0204024,1.1939137,0.0183362,1.2293533,0.0192972,1.260914,0.0197762,1.2949408,0.0201301,1.3199729,0.0209629,1.3719853,0.0198979,1.4265209,0.0214177,1.4783048,0.020561,1.5641761,0.0217665,1.6123192,0.0218971,1.66033,0.0225796,1.7083408,0.023262
云浮市,0.0238882,0.91454965,0.0232398,0.91150174,0.0222864,0.91157077,0.0217099,0.9004129,0.0222172,0.8864414,0.0219895,0.87637317,0.0212836,0.87222306,0.0204779,0.9324931,0.0216792,0.89528578,0.0207894,0.941567,0.0221891,0.9455265,0.0227335,0.86044539,0.0237643,0.77646275,0.0233481,0.69248012,0.022932
张掖市,0.0360539,5.1286419,0.0346847,5.2603135,0.0357092,5.3701296,0.0329614,5.4160362,0.0334159,5.5049416,0.0337571,5.545402,0.0362505,5.2253701,0.0351522,5.4512608,0.0361374,5.8657672,0.0368856,6.0436679,0.0358857,6.3990892,0.0381818,6.5545153,0.0396521,6.7099413,0.0416842,6.8653673,0.0437164
滁州市,0.026064,1.0350283,0.0263735,1.1010188,0.0276748,1.1731768,0.0283114,1.2219613,0.0283757,1.255514,0.0299518,1.283088,0.0303378,1.2856063,0.0296536,1.2887609,0.0289458,1.3795727,0.0271715,1.476472,0.0298096,1.5321731,0.0308646,1.5517892,0.0331804,1.5714809,0.0387546,1.5911726,0.0443289
泰安市,0.021115,0.58459087,0.0203482,0.59480622,0.0204247,0.60716084,0.0204484,0.61710009,0.020896,0.61402014,0.0208153,0.61784577,0.0214374,0.6131236,0.0215997,0.62449752,0.0216429,0.62979866,0.0222798,0.63833667,0.0229774,0.64751665,0.0245349,0.65762113,0.0251709,0.66779592,0.0258023,0.6779707,0.0264337
无锡市,0.0178146,0.97112198,0.0186867,1.0303655,0.0196222,1.0805034,0.0197691,1.1101849,0.0197679,1.0933433,0.020378,1.090941,0.0207818,1.0585159,0.0202405,1.0348651,0.0202175,1.0184671,0.0197071,1.0486181,0.0200426,1.0707189,0.0206371,1.0813959,0.0256508,1.0917789,0.0283757,1.1021619,0.0311007
鄂尔多斯市,0.0309927,8.5061142,0.0320009,8.4630432,0.0329318,8.6113753,0.0336534,8.51402,0.0341309,8.3984404,0.033992,8.3805139,0.0341224,8.3766306,0.0356719,8.3495951,0.036835,8.3819307,0.0369177,8.3579223,0.0373548,8.3788385,0.0385559,8.3486705,0.03971,8.321389,0.0421927,8.2941074,0.0446753
开封市,0.0219282,0.92286506,0.0223979,0.99460963,0.0223209,1.0706547,0.0225478,1.1496291,0.022112,1.2220846,0.0235619,1.3064321,0.0227001,1.3928288,0.0231368,1.5037899,0.0221074,1.633794,0.0216398,1.7725171,0.0245054,1.9179888,0.0246098,2.0755235,0.0250521,2.2323335,0.0244439,2.3891434,0.0238357
重庆市,0.0454147,0.70951324,0.047675,0.74623626,0.0488297,0.77097941,0.049863,0.79144671,0.0528152,0.83308366,0.0551799,0.90043028,0.0573629,0.91097287,0.0591301,0.92233288,0.0607979,1.0068095,0.0622192,1.1260606,0.0648518,1.1793639,0.0663395,1.2513335,0.0747478,1.3233267,0.0798761,1.3953198,0.0850174
钦州市,0.022158,0.80072707,0.0224087,0.80118769,0.0216757,0.80447327,0.0227292,0.79514246,0.0208521,0.785387,0.0230324,0.78340985,0.0223187,0.77360373,0.0235452,0.76869814,0.0236093,0.76545763,0.023275,0.76353485,0.0233317,0.76160414,0.0233825,0.75042567,0.0247258,0.73980647,0.0253712,0.72918727,0.0260166
榆林市,0.041382,1.7163379,0.0426269,1.7646348,0.0437716,1.8149807,0.0382469,1.8671079,0.0396862,1.8716152,0.0411396,1.9364803,0.040873,1.9519389,0.0418986,2.2511339,0.0415618,2.4243873,0.0410882,2.5966414,0.0436853,2.7648365,0.0437939,2.9513375,0.0447211,3.1399169,0.0466911,3.3284964,0.048661
伊春市,0.0376436,5.0847615,0.0381175,5.207188,0.0402237,5.2714186,0.0388063,5.3639743,0.0410403,5.4197632,0.0429936,5.492855,0.0415757,5.543057,0.0411099,5.7752482,0.0420309,5.9272396,0.0491954,6.0976448,0.0463031,6.1656444,0.0440253,6.2701778,0.0451428,6.3651596,0.0434636,6.4601415,0.0417845
运城市,0.0269107,0.77710718,0.027468,0.84884381,0.026756,0.91615669,0.0272589,0.96929353,0.0283229,1.0066579,0.0284133,0.97655934,0.0284876,1.0178192,0.0280588,1.0454595,0.0281369,1.0235816,0.029415,1.1693587,0.0307885,1.2560382,0.0324424,1.3295169,0.0315859,1.4025306,0.0320068,1.4755442,0.0324277
丽江市,0.0319874,3.3512721,0.0312941,3.4723828,0.0313082,3.5667745,0.0317617,3.5853745,0.0316273,3.6110065,0.0304403,3.6563006,0.0304974,3.6582234,0.0297703,3.6409432,0.0297812,3.7806826,0.0287937,3.9706359,0.0295134,4.0361808,0.0283826,4.1109442,0.0290173,4.1853792,0.0311923,4.2598142,0.0333673
黄冈市,0.0275252,0.87799757,0.0261371,0.88527372,0.0281734,0.91171767,0.0286059,0.92801471,0.0271803,0.87586428,0.026494,0.8835404,0.0305237,0.90833195,0.0284226,0.92264546,0.0265246,0.95610775,0.0269147,0.97567607,0.029531,1.0108954,0.0289868,1.0356092,0.0307397,1.0603231,0.0314687,1.0850369,0.0321977
吴忠市,0.0502745,1.9652541,0.0513704,2.0010333,0.0463235,2.0400441,0.0434651,2.0514272,0.0444108,2.120079,0.0447601,2.1400728,0.0439757,2.1623064,0.0468832,2.239154,0.0496578,2.3050931,0.0495791,2.5782378,0.0517993,2.8545055,0.0549341,3.0582549,0.0556168,3.2603188,0.0585133,3.4623827,0.0614098
南阳市,0.0291913,0.8139199,0.0287766,0.86230749,0.0281699,0.94678601,0.0272061,1.0042926,0.0278739,1.0724736,0.0285396,1.1201234,0.0299352,1.1882736,0.0294298,1.2238316,0.0282785,1.3113416,0.0279431,1.4036611,0.0294076,1.4902284,0.0302203,1.553333,0.0302497,1.6164815,0.030993,1.67963,0.0317363
乌鲁木齐市,0.0129718,1.5129717,0.0143632,1.5249548,0.014466,1.5375755,0.015193,1.5477394,0.014982,1.5224116,0.0158296,1.5520075,0.0161695,1.6781008,0.0159716,1.8846695,0.0158692,1.9201255,0.0168057,1.9039432,0.0163553,1.9084417,0.0162525,1.9365919,0.0182338,1.9740658,0.0189779,2.0115397,0.019722
武汉市,0.0196123,0.71833435,0.0206291,0.76837219,0.0218164,0.81254015,0.0223588,0.82804626,0.0229883,0.84376381,0.023867,0.89031999,0.0246308,0.87096043,0.0241723,0.87838231,0.0241683,0.89172363,0.0246468,0.87392861,0.0256346,0.89605096,0.0256367,0.88854655,0.0405305,0.88290836,0.040645,0.87727016,0.0407594
内江市,0.0170753,0.62415211,0.0173051,0.71544405,0.0175945,0.76246848,0.0169104,0.79810966,0.0177906,0.5353886,0.0185054,0.5675585,0.0207257,0.58458705,0.0185894,0.58650702,0.0197686,0.58886595,0.0200177,0.59402128,0.0216959,0.59184989,0.0196611,0.60093998,0.0203925,0.60970817,0.0212258,0.61847635,0.0220592
烟台市,0.0220558,0.94367808,0.0225841,0.98715966,0.0230422,1.032408,0.023008,1.0734967,0.0220717,1.1049963,0.0231186,1.154212,0.024228,1.1988439,0.0244494,1.259416,0.0245754,1.3315539,0.0253535,1.4162865,0.0253763,1.499062,0.0264756,1.5913839,0.0290478,1.6837254,0.028875,1.7760669,0.0287022
南京市,0.0196317,0.83260024,0.0206359,0.88516266,0.0215395,0.92471553,0.0221963,0.93063699,0.0223147,0.94508039,0.0229383,0.98240541,0.0238131,0.99161149,0.0233643,0.99165763,0.023436,1.0278093,0.0231393,1.0334894,0.0237899,1.0631612,0.0243279,1.0635047,0.0497081,1.0640201,0.0452254,1.0645354,0.0407426
白银市,0.0245825,1.6624408,0.0242946,1.7441308,0.025361,1.7998294,0.0266445,1.8217997,0.0269046,1.8302354,0.0262753,1.8258408,0.0287634,1.8762642,0.0282813,1.933323,0.0277206,2.113195,0.0288057,2.2359049,0.0291746,2.3019198,0.03104,2.4475736,0.0309518,2.5925754,0.031668,2.7375773,0.0323841
郴州市,0.0222395,1.1093915,0.0234083,1.2470231,0.0244797,1.1659086,0.0252455,1.1978379,0.0249142,1.3717415,0.0264397,1.4343198,0.028976,1.2170709,0.0280179,1.2403999,0.0273563,1.3584582,0.0291908,1.5025951,0.0278856,1.5139204,0.0276126,1.5589531,0.0292774,1.6036054,0.0299475,1.6482576,0.0306177
呼伦贝尔市,0.068123,16.53998,0.0681566,16.862558,0.0693629,18.070091,0.0718108,17.732862,0.0715753,17.451963,0.0709773,17.605286,0.0732741,17.66448,0.076171,17.940737,0.0797461,18.027559,0.0810839,18.089364,0.0822767,18.160844,0.0859243,18.202836,0.0886737,18.246241,0.0917442,18.289646,0.0948147
防城港市,0.0275604,1.9716654,0.0269094,2.0084825,0.0277539,2.0134569,0.0269332,2.00743,0.0272014,1.9594994,0.0275834,1.9641371,0.026659,1.9280882,0.0267767,1.9054775,0.0255831,1.9242268,0.0264129,1.9441443,0.0281054,1.9603475,0.0270039,1.9522441,0.0296921,1.9461384,0.0314467,1.9400327,0.0332013
北京市,0.0258305,0.31006309,0.026993,0.31827798,0.027925,0.32909582,0.028519,0.32482036,0.0297815,0.30456654,0.0310123,0.29138257,0.0317455,0.28111791,0.0320025,0.27226211,0.0320638,0.2595351,0.0327038,0.24287691,0.0335417,0.24805729,0.0348904,0.411561,0.0348582,0.57069196,0.1106331,0.72982292,0.1864045
洛阳市,0.0209858,0.86584755,0.0216652,0.91181952,0.0226696,1.0001029,0.0220164,1.0525026,0.0231996,1.0942111,0.0237355,1.1574889,0.0235757,1.1660746,0.0233059,1.2407956,0.0232877,1.3306058,0.0229415,1.4256503,0.023501,1.5347017,0.024514,1.6899632,0.0243347,1.8433345,0.0248774,1.9967058,0.0254201
汉中市,0.0353518,1.7380317,0.0366607,1.8054362,0.0353402,1.8748802,0.0318246,1.9300854,0.0308798,1.972188,0.0332047,2.042382,0.0338257,2.0727789,0.0331444,2.0556339,0.0319113,2.1698448,0.0357895,2.236369,0.0336691,2.2986613,0.0320298,2.3631536,0.0346437,2.427571,0.0355287,2.4919883,0.0364137
吉安市,0.0304314,1.39174,0.0303058,1.4227639,0.0311336,1.4533143,0.0309471,1.553943,0.0314333,1.5829454,0.0318657,1.6199474,0.0338897,1.5182604,0.0296155,1.5429827,0.0289402,1.5822414,0.0307849,1.6535332,0.0337176,1.7035983,0.033724,1.7552742,0.0322793,1.8003984,0.0329692,1.8455225,0.033659
丽水市,0.0242094,1.7427044,0.0227836,1.728687,0.0243464,1.736331,0.0264324,1.7445352,0.0274379,1.7475245,0.0272325,1.762674,0.0295757,1.7170704,0.0285538,1.71679,0.0268489,1.7456155,0.0293543,1.7630614,0.0279076,1.7600226,0.0298067,1.7758201,0.0308987,1.7917477,0.0282352,1.8076752,0.0255717
忻州市,0.0306549,1.1861584,0.0304598,1.2219406,0.0297438,1.2580925,0.0298211,1.2793784,0.0300604,1.2417128,0.0319672,1.3009392,0.0332167,1.3336065,0.0330784,1.3731436,0.0321112,1.3582227,0.0341725,1.4830723,0.0368794,1.5757799,0.0381653,1.621199,0.0388535,1.6666697,0.0370801,1.7121403,0.0353066
中山市,0.0155954,4.620924,0.0173796,5.116782,0.0176288,11.309694,0.0186009,5.853012,0.0177639,6.20598,0.0182899,6.565086,0.0191499,6.931848,0.0193043,7.29861,0.0191612,6.118794,0.0185645,4.717548,0.0186091,5.290362,0.0193811,5.863176,0.020688,6.43599,0.0214397,7.008804,0.0222101
鹤岗市,0.0424707,1.9933839,0.0432165,2.05675,0.0436023,2.0008359,0.042982,2.0185301,0.0459872,2.049173,0.0451864,2.0473194,0.045515,2.111636,0.0467969,3.2603423,0.0451186,3.4117338,0.0459087,3.6439932,0.0491792,3.5791862,0.0474798,3.8164963,0.044952,4.0534943,0.0468245,4.2904923,0.0486969
白山市,0.022903,3.1620144,0.0222462,3.2322131,0.0226037,3.3069495,0.0179027,3.3587372,0.0193267,3.3916985,0.0189745,3.442405,0.0212522,3.4250478,0.0223248,3.5010316,0.0224812,3.5965213,0.0207718,3.769768,0.0243354,3.8629521,0.0247186,3.9734142,0.0273353,4.0835498,0.025581,4.1936854,0.0238268
咸宁市,0.023473,1.0506821,0.022526,1.0417318,0.0242654,1.0514858,0.0247032,1.05897,0.0243488,1.0618419,0.0253131,1.0484363,0.0253512,1.0399268,0.0254719,1.0312818,0.0249517,1.0347123,0.0248073,1.0365886,0.0243663,1.0406569,0.0256582,1.0352279,0.0230719,1.0299521,0.0242398,1.0246764,0.0254077
宿迁市,0.0190938,0.90919862,0.0193857,0.97045903,0.0206339,1.0020867,0.0195406,1.0187853,0.0187808,1.0375233,0.0201722,1.0822002,0.0198928,1.1039321,0.0206172,1.1402429,0.0214377,1.1316399,0.0206426,1.1797136,0.0219266,1.2042552,0.0223508,1.2572376,0.0227022,1.3102247,0.0233333,1.3632118,0.0239644
营口市,0.0156876,1.2319577,0.0153525,1.3407481,0.0165367,1.4028876,0.0154297,1.5054536,0.0162882,1.6027073,0.0171129,1.7446207,0.0181253,1.8598892,0.0181158,2.0104146,0.01717,2.1985958,0.0175315,2.4011584,0.0196193,2.6218548,0.020572,2.8569792,0.0193191,3.0926206,0.0195478,3.328262,0.0197765
商丘市,0.0255729,0.60812846,0.0269064,0.65239973,0.025619,0.69997782,0.0254977,0.74911208,0.0255012,0.79621568,0.0258684,0.84667728,0.0240975,0.89731231,0.0235325,0.95620783,0.0239989,1.0234559,0.0226297,1.0954648,0.0235318,1.1716588,0.0262165,1.2521136,0.0256287,1.3314155,0.0263722,1.4107175,0.0271157
黄石市,0.015947,1.0059448,0.0156095,1.0416025,0.0171725,1.1226339,0.0172485,1.1372563,0.0184482,1.1106951,0.0170032,1.1145603,0.019638,1.099545,0.0203053,1.0952892,0.020801,1.1224145,0.017547,1.1510041,0.0192004,1.175051,0.019168,1.1941983,0.0191865,1.2133194,0.0194685,1.2324406,0.0197504
